KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
Eden_TurretBeamHeavyT1,Heavy Beam Laser Turret,,Tourelle laser à faisceau lourd,,,,,,,,,,,,,,
Eden_TurretBeamHeavyT1info,Deals moderate damage to both shield and hull.\n[c][A9A9A9][i]Requires Project Eden.[/i][-][/c],,Inflige des dégâts modérés au bouclier et à la coque.\n[c][A9A9A9][i]Nécessite le Projet Eden.[/i][-][/c],,,,,,,,,,,,,,
Eden_TurretBeamHeavyT1_Weapon,Heavy Beam Laser Turret,,Tourelle laser à faisceau lourd,,,,,,,,,,,,,,
Eden_DecalGun,Project Eden Decal Gun for POIs,,Pistolet à décalcomanies pour les POI du projet Eden,,,,,,,,,,,,,,
Eden_DecalGuninfo,A tool for placing decals when building POIs for Project Eden.\nIntended for scenario developer use.\n\n[c][FF0000]Creative mode ONLY. Use at your own risk.[-][/c],,Outil permettant de placer des décalcomanies lors de la création de points d'intérêt pour le projet Eden.\nDestiné aux développeurs de scénarios.\n\n[c][FF0000]Utilisez-le à vos propres risques.[-][/c],,,,,,,,,,,,,,
Eden_GuardSpawnerHumanSoldier,Human Guard,,Garde humaine,,,,,,,,,,,,,,
Eden_GuardSpawnerHumanSoldierinfo,Places a bed which makes a Human guard appear. The guard will patrol your base and occasionally attack nearby enemies.\nOne use only. Picking up the block will keep the guard active but return a standard furniture deco block to your inventory.,,"Place un lit qui fait apparaître un garde humain. Le garde patrouillera dans votre base et attaquera occasionnellement les ennemis proches.\nUne seule utilisation. Si vous ramassez le bloc, le garde reste actif mais vous retrouvez un bloc de décoration de meubles standard dans votre inventaire.",,,,,,,,,,,,,,
Eden_GuardHumanSoldier,Human Guard,,Garde humaine,,,,,,,,,,,,,,
Eden_GuardSpawnerAssaultCyborg,Cyborg Guard,,Garde cyborg,,,,,,,,,,,,,,
Eden_GuardSpawnerAssaultCyborginfo,Places a spawn pad down which allows a Cyborg guard to appear. The guard will patrol your base and occasionally attack nearby enemies.\nOne use only. Picking up the block will keep the guard active but return a standard furniture deco block.,,"Place un pad de spawn au sol qui permet à un garde cyborg d'apparaître. Le garde patrouillera dans votre base et attaquera occasionnellement les ennemis proches.\nUne seule utilisation. Si tu ramasses le bloc, le garde restera actif mais tu obtiendras un bloc de décoration standard.",,,,,,,,,,,,,,
Eden_GuardAndroidSoldier,Cyborg Guard,,Garde cyborg,,,,,,,,,,,,,,
Eden_AntimatterTank,[c][69F5CD]Antimatter Tank[-][/c],,[c][69F5CD]Réservoir d'antimatière[-][/c],,,,,,,,,,,,,,
Eden_WarpDriveAntimatterSV,[c][69F5CD]Short Range Antimatter Warp Drive[-][/c],,[c][69F5CD]Générateur de champ de distorsion à antimatière de courte portée[-][/c],,,,,,,,,,,,,,
Eden_WarpDriveAntimatterSVinfo,A powerful warp drive that allows Small Vessels to warp interstellar distances. [c][ff8000]This is an extremely rare and expensive device. Save your ship repair template without it. Limit 1 and does not stack with similar devices.[-][/c] \n[c][A9A9A9][i]Requires Project Eden.[/i][-][/c],,Un puissant moteur de distorsion qui permet aux petits vaisseaux de franchir des distances interstellaires. [c][ff8000]C'est un appareil extrêmement rare et cher. Gardez votre gabarit de réparation de vaisseau sans lui. Limité à 1 et ne s'empile pas avec des dispositifs similaires.[-][/c] \n[c][A9A9A9][i]Nécessite le Projet Eden.[/i][-][/c],,,,,,,,,,,,,,
Eden_WarpDriveAntimatter,[c][69F5CD]Antimatter Warp Drive[-][/c],,[c][69F5CD]Générateur de champ de distorsion à antimatière[-][/c],,,,,,,,,,,,,,
Eden_WarpDriveAntimatterinfo,A powerful warp drive with a long range. [c][ff8000]This is an extremely rare and expensive device. Save your ship repair template without it. Limit 1 and does not stack with similar devices.[-][/c] \n[c][A9A9A9][i]Requires Project Eden.[/i][-][/c],,Un puissant moteur de distorsion à longue portée. [c][ff8000]C'est un appareil extrêmement rare et cher. Gardez votre gabarit de réparation de vaisseau sans lui. Limité à 1 et ne s'empile pas avec des dispositifs similaires.[-][/c] \n[c][A9A9A9][i]Nécessite le Projet Eden.[/i][-][/c],,,,,,,,,,,,,,
Eden_TurretPlasmaSmall,Small Plasma Turret [ffff00](POI)[-][/c],,Petite tourelle à plasma [ffff00](POI)[-][/c],,,,,,,,,,,,,,
Eden_AuxillaryDummy,[c][FF9A01]Auxiliary Core Construction Kit[-][/c],,[c][FF9A01]Kit de construction de noyau auxiliaire[-][/c],,,,,,,,,,,,,,
Eden_AuxillaryDummyinfo,"Allows the construction of various Drone Swarm enhanced Auxiliary CPU cores. Due to the alien nature of the technology and the danger of the Drone AI going rogue, you can have no more than 10 Auxiliary cores of any type installed on the same structure at a time.\nAvailable cores are a CPU upgrade, a shield upgrade, and an energy upgrade.\n\nRight Mouse to select device.\n\nShared Block Limit Category: [c][FF9A01]Auxiliary Cores[-][/c]\n[c][A9A9A9][i]Requires Project Eden.[/i][-][/c].",,"Permet la construction de divers noyaux d'unités centrales auxiliaires améliorés par l'essaim de drones. En raison de la nature extraterrestre de la technologie et du risque que l'IA des drones devienne rebelle, vous ne pouvez pas avoir plus de 10 noyaux auxiliaires de n'importe quel type installés sur la même structure à la fois.\nLes noyaux disponibles sont une mise à niveau de l'unité centrale, une mise à niveau du bouclier et une mise à niveau de l'énergie\n\nSouris droite pour sélectionner le dispositif.\n\nCatégorie de limite de bloc partagée: [c][FF9A01]Noyaux auxiliaires[-][/c]\n[c][A9A9A9][i]Nécessite Project Eden.[/i][-][/c].",,,,,,,,,,,,,,
Eden_AuxillaryCPUBA,[c][FF9A01]Auxiliary Core:[-][/c] CPU,,[c][FF9A01]Noyau auxiliaire :[-][/c] CPU,,,,,,,,,,,,,,
Eden_AuxillaryCPUBAinfo,An auxiliary processor for Capital Vessels and Bases created from the salvaged parts of alien Drones. Augments the primary CPU systems by reducing CPU requirements at the cost of increased energy consumption.\n\nShared Block Limit Category: [c][FF9A01]Auxiliary Cores[-][/c]\n[c][A9A9A9][i]Requires Project Eden.[/i][-][/c].,,"Un processeur auxiliaire pour les vaisseaux capitaux et les bases, créé à partir de pièces récupérées de drones aliens. Il complète les systèmes de processeurs primaires en réduisant les exigences du processeur, mais au prix d'une consommation d'énergie accrue.\n\nCatégorie de limite de blocs partagés : [c][FF9A01]Coeurs auxiliaires[-][/c]\n[c][A9A9A9][i]Nécessite Project Eden.[/i][-][/c].",,,,,,,,,,,,,,
Eden_AuxillaryPowerBA,[c][FF9A01]Auxiliary Core:[-][/c] Power,,[c][FF9A01]Noyau auxiliaire :[-][/c] Puissance,,,,,,,,,,,,,,
Eden_AuxillaryPowerBAinfo,An auxiliary processor for Capital Vessels and Bases created from the salvaged parts of alien Drones. Manages the primary power systems to reduce power consumption.\n\nShared Block Limit Category: [c][FF9A01]Auxiliary Cores[-][/c]\n[c][A9A9A9][i]Requires Project Eden.[/i][-][/c].,,"Un processeur auxiliaire pour les vaisseaux capitaux et les bases, créé à partir de pièces récupérées de drones aliens. Il gère les systèmes d'alimentation primaires pour réduire la consommation d'énergie.\n\nCatégorie de limite de blocs partagés: [c][FF9A01]Coeurs auxiliaires[-][/c]\n[c][A9A9A9][i]Nécessite Project Eden.[/i][-][/c].",,,,,,,,,,,,,,
Eden_AuxillaryShieldBA,[c][FF9A01]Auxiliary Core:[-][/c] Shield,,[c][FF9A01]Noyau auxiliaire :[-][/c] Bouclier,,,,,,,,,,,,,,
Eden_AuxillaryShieldBAinfo,An auxiliary shield managment processor for Capital Vessels and Bases created from the salvaged parts of alien Drones. Increases maximum shield capacity.\n\nShared Block Limit Category: [c][FF9A01]Auxiliary Cores[-][/c]\n[c][A9A9A9][i]Requires Project Eden.[/i][-][/c].,,"Un processeur auxiliaire de gestion de bouclier pour les vaisseaux capitaux et les bases, créé à partir de pièces récupérées de drones aliens. Augmente la capacité maximale des boucliers.\n\nCatégorie de limite de blocs partagés: [c][FF9A01]Noyaux auxiliaires[-][/c]\n[c][A9A9A9][i]Nécessite le projet Eden.[/i][-][/c].",,,,,,,,,,,,,,
Eden_AuxillaryCPUSV,Small Auxiliary CPU,,Petit CPU auxiliaire,,,,,,,,,,,,,,
Eden_AuxillaryCPUSVinfo,An auxiliary Core for Small Vessels and Hover Vessels created from the salvaged parts of alien Drones. Augments the primary CPU systems. Increases shield capacity and reduces overall power and CPU use. \n[c][A9A9A9][i]Requires Project Eden.[/i][-][/c].,,Un noyau auxiliaire pour les petits vaisseaux et les vaisseaux volants créé à partir de pièces récupérées de drones aliens. Améliore les systèmes primaires de l'unité centrale. Augmente la capacité des boucliers et réduit l'utilisation globale de l'énergie et du CPU. \n[c][A9A9A9][i]Nécessite le Projet Eden.[/i][-][/c].,,,,,,,,,,,,,,
Eden_TurretRocketRapid,Light Rocket Turret [ffff00](POI)[-][/c],,Tourelle à roquettes légère [ffff00](POI)[-][/c],,,,,,,,,,,,,,
Eden_TurretRocketRapid_Ammo,Light Rocket,,Fusée légère,,,,,,,,,,,,,,
Eden_TurretTorpedo,Heavy Torpedo Launcher [ffff00](POI)[-][/c],,Lance-torpilles lourd [ffff00](POI)[-][/c],,,,,,,,,,,,,,
Eden_WarningLight,Warning Light (Alarm),,Voyant lumineux (alarme),,,,,,,,,,,,,,
Eden_WarningLightinfo,A warning light with a built in alarm. Can be controlled via signals.\n\n[c][A9A9A9][i]Requires Project Eden.[/i][-][/c],,Une lumière d'avertissement avec une alarme intégrée. Peut être contrôlée par des signaux.\n\n[c][A9A9A9][i]Nécessite Project Eden.[/i][-][/c],,,,,,,,,,,,,,
Eden_WarningLightSilent,Warning Light (Silent),,Lumière d'avertissement (silencieuse),,,,,,,,,,,,,,
Eden_WarningLightSilentinfo,A warning light. Can be controlled via signals.\n\n[c][A9A9A9][i]Requires Project Eden.[/i][-][/c],,Un voyant lumineux. Peut être contrôlée par des signaux.\n\n[c][A9A9A9][i]Nécessite le Projet Eden.[/i][-][/c],,,,,,,,,,,,,,
EdencpgPoster,Posters,,Posters,,,,,,,,,,,,,,
cpgRailgun,[00ffff]Railgun[-][/c],,[00ffff]Railgun[-][/c],,,,,,,,,,,,,,
EdencpgDrillTurret,[c][FFA500]Auto Harvesting Turrets,,[c][FFA500]Tourelles de récolte automatique,,,,,,,,,,,,,,
Eden_PosterEdeninfo,A decorative poster for hanging on your wall.\n\n[c][A9A9A9][i]Requires Project Eden.[/i][-][/c],,Un poster décoratif à accrocher au mur.[c][A9A9A9][i]Nécessite Project Eden.[/i][-][/c][/c],,,,,,,,,,,,,,
Eden_PosterEdeninfo2,A dual picture decorative poster for hanging on your wall.\n\nChange displayed image by turning poster on or off in the control panel.\n\n[c][A9A9A9][i]Requires Project Eden.[/i][-][/c],,Un poster décoratif à double image à accrocher sur votre mur. Changez l'image affichée en activant ou désactivant le poster sur le panneau de contrôle.[c][A9A9A9][i]Nécessite Project Eden.[/i][-][/c],,,,,,,,,,,,,,
Eden_PosterEdenMining,Mining (Poster),,Mines (Poster),,,,,,,,,,,,,,
Eden_PosterPolaris,Polaris Mining Operation (Poster),,Exploitation minière de Polaris (Poster),,,,,,,,,,,,,,
Eden_PosterZirax,House Xenu (Poster),,Maison Xenu (Poster),,,,,,,,,,,,,,
Eden_PosterColonists,Free Colonists (Poster),,Colonistes libres (Affiche),,,,,,,,,,,,,,
Eden_PosterTrader,Trader Guild (Poster),,Guilde des commerçants (Affiche),,,,,,,,,,,,,,
Eden_PosterPirates,Pirates (Poster),,Pirates (Poster),,,,,,,,,,,,,,
Eden_PosterFarr,Brotherhood of Farr (Poster),,Fraternité de Farr (Affiche),,,,,,,,,,,,,,
Eden_PosterProjectEden,Project Eden (Poster),,Projet Eden (Affiche),,,,,,,,,,,,,,
Eden_PosterUCH,United Council of Humanity (Poster),,Conseil uni de l'humanité (Affiche),,,,,,,,,,,,,,
Eden_PosterSpace,Endless Worlds (Holo Poster),,Mondes sans fin (Holo Poster),,,,,,,,,,,,,,
Eden_PosterSpaceinfo,A holographic display that cycles through several different images.\n\n[c][A9A9A9][i]Requires Project Eden.[/i][-][/c],,Un affichage holographique qui fait défiler plusieurs images différentes.\n\n[c][A9A9A9][i]Nécessite le Projet Eden.[/i][-][/c],,,,,,,,,,,,,,
Eden_PosterSpace2,Final Frontiers (Holo Poster),,Final Frontiers (Holo Poster),,,,,,,,,,,,,,
Eden_PosterSpanj,[F0E68C]Spanj Galaxy Poster[-][/c],,[F0E68C]Poster de la galaxie Spanj[-][/c],,,,,,,,,,,,,,
Eden_PosterSpanjinfo,"A collector's edition poster given to Spanj by the Brotherhood of Farr. Very rare, do not lose!\n[F0E68C]Created by Hitsuju. Voted first place in the July 2021 Spanj Poster Contest.[-][/c]\n\n[A9A9A9][i]Requires Project Eden.[/i][-][/c]",,"Un poster collector offert à Spanj par la Confrérie des Farr. Très rare, ne le perdez pas !\n[-][F0E68C]Créé par Hitsuju. A remporté la première place au concours d'affiches de Spanj de juillet 2021.[-][/c]\n\n[A9A9A9][i]Nécessite le Projet Eden.[/i][-][/c]",,,,,,,,,,,,,,
Eden_PosterMisc1,Adventurous (Holo Poster),,Aventureux (Poster Holo),,,,,,,,,,,,,,
Eden_PosterMisc1info,"A holographic display that cycles through several different images.\n[C0C0C0]Images by ArtemisRouge, Ltetak, Resurgam7, and Procyon Lotor as winners of the Spanj community poster contest.[-][/c]\n\n[A9A9A9][i]Requires Project Eden.[/i][-][/c]",,"Un affichage holographique qui fait défiler plusieurs images différentes.\n[C0C0C0]Images réalisées par ArtemisRouge, Ltetak, Resurgam7, et Procyon Lotor, gagnants du concours d'affiches de la communauté Spanj.[-][/c]\n\n[A9A9A9][i]Nécessite le Projet Eden.[/i][-][/c]",,,,,,,,,,,,,,
Eden_PosterMisc2,Spanjebob Poster,,Poster de Spanjebob,,,,,,,,,,,,,,
Eden_PosterMisc2info,A limited edition seasonal poster given to Spanj by the Brotherhood of Farr. This poster is temporary and may turn into a different poster in a future scenario update.\n[C0C0C0]Created by BattlestormTitan. Runner up in the July 2021 Spanj Poster Contest.[-][/c]\n\n[A9A9A9][i]Requires Project Eden.[/i][-][/c],,Un poster saisonnier en édition limitée offert à Spanj par la Confrérie des Farr. Cette affiche est temporaire et peut se transformer en une affiche différente lors d'une future mise à jour du scénario.\n[C0C0C0]Créé par BattlestormTitan. Finaliste du concours d'affiches de Spanj de juillet 2021.[-][/c]\n\n[A9A9A9][i]Nécessite le Projet Eden.[/i][-][/c],,,,,,,,,,,,,,
Eden_PosterMisc3,Dread Pirate Spanj Poster,,Poster de Dread Pirate Spanj,,,,,,,,,,,,,,
Eden_PosterMisc3info,A limited edition seasonal poster given to Spanj by the Brotherhood of Farr. This poster is temporary and may turn into a different poster in a future scenario update.\n[C0C0C0]Created by AkevaBanshee. Runner up in the July 2021 Spanj Poster Contest.[-][/c]\n\n[A9A9A9][i]Requires Project Eden.[/i][-][/c],,Une affiche saisonnière en édition limitée offerte à Spanj par la Confrérie des Farr. Cette affiche est temporaire et peut se transformer en une affiche différente lors d'une future mise à jour du scénario.\n[C0C0C0]Créé par AkevaBanshee. Finaliste du concours d'affiches de Spanj de juillet 2021.[-][/c]\n\n[A9A9A9][i]Nécessite le Projet Eden.[/i][-][/c],,,,,,,,,,,,,,
Eden_HydroponicsEmpty,Hydroponics Bay,,Baie hydroponique,,,,,,,,,,,,,,
Eden_HydroponicsEmptyinfo,An empty hydroponics bay for planting specialized crops. \nAdd sprouts in an advanced constructor then place on top of a single growing plot. Requires a single grow lamp placed directly above. \nDoes not protect crops from environmental hazards.,,Une baie hydroponique vide pour la plantation de cultures spécialisées. \nAjoutez des germes dans un constructeur avancé puis placez-les au-dessus d'une parcelle de culture unique. Nécessite une seule lampe de culture placée directement au-dessus. \nNe protège pas les cultures des risques environnementaux.,,,,,,,,,,,,,,
Eden_HydroponicsGrain,Hydroponics Bay (Grain),,Baie hydroponique (grain),,,,,,,,,,,,,,
Eden_HydroponicsGraininfo,A hydroponics bay for growing specialized crops. Place on top of a single growing plot. Requires a single grow lamp placed directly above. \nDoes not protect crops from environmental hazards.,,Une baie hydroponique pour la culture de plantes spécialisées. Se place au dessus d'une seule parcelle de culture. Nécessite une seule lampe de culture placée directement au-dessus. \nNe protège pas les cultures des risques environnementaux.,,,,,,,,,,,,,,
Eden_HydroponicsGrainGrown,Hydroponics Bay (Grain) Ready for Harvest,,Baie hydroponique (grain) prête à être récoltée,,,,,,,,,,,,,,
Eden_HydroponicsFruit,Hydroponics Bay (Fruit),,Baie hydroponique (fruits),,,,,,,,,,,,,,
Eden_HydroponicsFruitGrown,Hydroponics Bay (Fruit) Ready for Harvest,,Baie hydroponique (fruit) prête à être récoltée,,,,,,,,,,,,,,
Eden_HydroponicsVegetables,Hydroponics Bay (Vegetables),,Baie Hydroponique (Légumes),,,,,,,,,,,,,,
Eden_HydroponicsVegetablesGrown,Hydroponics Bay (Vegetables) Ready for Harvest,,Baie hydroponique (légumes) prête à être récoltée,,,,,,,,,,,,,,
Eden_HydroponicsNaturalStimulant,Hydroponics Bay (Natural Stimulant),,Baie Hydroponique (Stimulant naturel),,,,,,,,,,,,,,
Eden_HydroponicsNaturalStimulantGrown,Hydroponics Bay (Natural Stimulant) Ready for Harvest,,Hydroponique Bay (Stimulant naturel) prête à être récoltée,,,,,,,,,,,,,,
Eden_HydroponicsHerbalLeaves,Hydroponics Bay (Herbal Leaves),,Baie Hydroponique (feuilles d'herbes),,,,,,,,,,,,,,
Eden_HydroponicsHerbalLeavesGrown,Hydroponics Bay (Herbal Leaves) Ready for Harvest,,Baie hydroponique (feuilles d'herbes) prête à être récoltée,,,,,,,,,,,,,,
Eden_HydroponicsPlantProtein,Hydroponics Bay (Plant Protein),,Baie hydroponique (protéines végétales),,,,,,,,,,,,,,
Eden_HydroponicsPlantProteinGrown,Hydroponics Bay (Plant Protein) Ready for Harvest,,Baie hydroponique (protéines végétales) prête à être récoltée,,,,,,,,,,,,,,
Eden_HydroponicsNaturalSweetener,Hydroponics Bay (Natural Sweetener),,Baie Hydroponique (édulcorant naturel),,,,,,,,,,,,,,
Eden_HydroponicsNaturalSweetenerGrown,Hydroponics Bay (Natural Sweetener) Ready for Harvest,,Baie hydroponique (édulcorant naturel) prête à être récoltée,,,,,,,,,,,,,,
Eden_HydroponicsFiber,Hydroponics Bay (Fiber),,Baie hydroponique (Fibre),,,,,,,,,,,,,,
Eden_HydroponicsFiberGrown,Hydroponics Bay (Fiber) Ready for Harvest,,Baie hydroponique (fibre) prête à être récoltée,,,,,,,,,,,,,,
Eden_HydroponicsMushroomBrown,Hydroponics Bay (Mushrooms),,Baie hydroponique (champignons),,,,,,,,,,,,,,
Eden_HydroponicsMushroomBrownGrown,Hydroponics Bay (Mushrooms) Ready for Harvest,,Baie hydroponique (champignons) prête à être récoltée,,,,,,,,,,,,,,
Eden_HydroponicsSpice,Hydroponics Bay (Spice),,Baie Hydroponique (Épices),,,,,,,,,,,,,,
Eden_HydroponicsSpiceGrown,Hydroponics Bay (Spice) Ready for Harvest,,La baie hydroponique (épices) est prête à être récoltée,,,,,,,,,,,,,,
Eden_HydroponicsBuds,Hydroponics Bay (Buds),,Baie hydroponique (bourgeons),,,,,,,,,,,,,,
Eden_HydroponicsBudsGrown,Hydroponics Bay (Buds) Ready for Harvest,,Baie hydroponique (bourgeons) prête à être récoltée,,,,,,,,,,,,,,
Eden_HydroponicsBerries,Hydroponics Bay (Berries),,Baie hydroponique (baies),,,,,,,,,,,,,,
Eden_HydroponicsBerriesGrown,Hydroponics Bay (Berries) Ready for Harvest,,Baie hydroponique (baies) prête à être récoltée,,,,,,,,,,,,,,
Eden_HydroponicsPentaxid,Hydroponics Bay (Pentaxid),,Baie hydroponique (Pentaxid),,,,,,,,,,,,,,
Eden_HydroponicsPentaxidGrown,Hydroponics Bay (Pentaxid) Ready for Harvest,,La baie hydroponique (Pentaxid) prête pour la récolte,,,,,,,,,,,,,,
Eden_AutoMiningDeviceT4,Automated Industrial Mining Rig,,Automate d'exploitation minière industrielle,,,,,,,,,,,,,,
Eden_AutoMiningDeviceT4info,Place on a planetary resource deposit to automatically mine it over time.\nRequires special Industrial Fuel to be inserted into the fuel slots at the top of its inventory.\nHas a lower yield per hour but much greater fuel and storage capacity than standard auto mining devices.\n[c][FFFFFF]Unlocked via schematic.[-][/c],,Placé sur un gisement de ressources planétaires pour l'exploiter automatiquement au fil du temps.\nNécessite du carburant industriel spécial à insérer dans les emplacements de carburant en haut de son inventaire.\nA un rendement horaire plus faible mais une capacité de carburant et de stockage bien plus importante que les dispositifs d'exploitation minière automatique standard.\n[c][FFFFFF]Débloqué via le schéma.[-][/c],,,,,,,,,,,,,,
Eden_ResourceGenericinfo,Occasionally while mining certain deposits or asteroids you will obtain a whole piece of ore. These serve no purpose and can be trashed. This is due to a technical reason.,,"Parfois, en exploitant certains gisements ou astéroïdes, vous obtiendrez un morceau entier de minerai. Ceux-ci ne servent à rien et peuvent être mis à la poubelle. Ceci est dû à une raison technique.",,,,,,,,,,,,,,
Eden_Voidium,[c][69F5CD]Voidium[-][/c],,[c][69F5CD]Voidium[-][/c],,,,,,,,,,,,,,
Eden_VoidiumCrystal,Voidium Shard\n[c][ff0000](Requires Voidium Extractor)[-][/c],,Eclat de Voidium [c][ff0000](Nécessite un Extracteur de Voidium)[-][/c],,,,,,,,,,,,,,
Eden_VoidiumCrystalT2,Voidium Crystal\n[c][ff0000](Requires Advanced Voidium Extractor)[-][/c],,Cristal de Voidium [c][ff0000](Nécessite un extracteur de Voidium avancé) [-][/c],,,,,,,,,,,,,,
Eden_AsteroidTungsten,Tungsten Deposit,,Gisement de tungstène,,,,,,,,,,,,,,
Eden_TungstenResource,Tungsten Nugget,,Pépite de tungstène,,,,,,,,,,,,,,
Eden_TungstenOre,Tungsten Ore,,Minerai de tungstène,,,,,,,,,,,,,,
Eden_TungstenOreinfo,Tungsten Ore,,Minerai de tungstène,,,,,,,,,,,,,,
Eden_TungstenIngot,Tungsten Ingot,,Lingot de tungstène,,,,,,,,,,,,,,
Eden_TungstenIngotinfo,Tungsten Ingot,,Lingot de tungstène,,,,,,,,,,,,,,
Eden_AsteroidSilver,Silver Deposit,,Dépôt d'argent,,,,,,,,,,,,,,
Eden_SilverResource,Silver Deposit,,Dépôt d'argent,,,,,,,,,,,,,,
Eden_SilverOre,Silver Ore,,Minerai d'argent,,,,,,,,,,,,,,
Eden_SilverOreinfo,The purification process of this ore requires water.,,Le processus de purification de ce minerai nécessite de l'eau.,,,,,,,,,,,,,,
Eden_SilverIngot,Silver Powder,,Poudre d'argent,,,,,,,,,,,,,,
Eden_SilverIngotinfo,A fine powder of highly processed silver.,,Une fine poudre d'argent hautement traitée.,,,,,,,,,,,,,,
Eden_MagmaciteResourceNew,Magmacite Nugget.,,Pépite de Magmacite.,,,,,,,,,,,,,,
Eden_ResearchBundle1,Geological Research Report,,Rapport de recherche géologique,,,,,,,,,,,,,,
Eden_ResearchBundle1info,[c][ffffff]Unlock Points:[-][/c] 100\n\nThis report is used for the Project Eden mission [c][00ff00]Research Unlock Points.[-][/c]\n\nHave in your personal inventory while the mission is active and access a Research Computer on a UCH Research Vessel to complete the mission.\nCan perform research at each research vessel only once.,,[c][ffffff]Points de déverrouillage :[-][/c] 100\n\nCe rapport est utilisé pour la mission Projet Eden [c][00ff00]Points de déverrouillage pour la recherche.[-][/c]\n\nAyez dans votre inventaire personnel tant que la mission est active et accédez à un ordinateur de recherche sur un navire de recherche UCH pour terminer la mission.\nVous ne pouvez effectuer des recherches sur chaque navire de recherche qu'une seule fois.,,,,,,,,,,,,,,
Eden_ResearchBundle2,Horticulture Research Report,,Rapport de recherche sur l'horticulture,,,,,,,,,,,,,,
Eden_ResearchBundle2info,[c][ffffff]Unlock Points:[-][/c] 100\n\nThis report is used for the Project Eden mission [c][00ff00]Research Unlock Points.[-][/c]\n\nHave in your personal inventory while the mission is active and access a Research Computer on a UCH Research Vessel to complete the mission.\nCan perform research at each research vessel only once.,,[c][ffffff]Points de déverrouillage :[-][/c] 100\n\nCe rapport est utilisé pour la mission Projet Eden [c][00ff00]Points de déverrouillage pour la recherche.[-][/c]\n\nAyez dans votre inventaire personnel tant que la mission est active et accédez à un ordinateur de recherche sur un navire de recherche UCH pour terminer la mission.\nVous ne pouvez effectuer des recherches sur chaque navire de recherche qu'une seule fois.,,,,,,,,,,,,,,
Eden_ResearchBundle3,Biological Research Report,,Rapport de recherche biologique,,,,,,,,,,,,,,
Eden_ResearchBundle3info,[c][ffffff]Unlock Points:[-][/c] 100\n\nThis report is used for the Project Eden mission [c][00ff00]Research Unlock Points.[-][/c]\n\nHave in your personal inventory while the mission is active and access a Research Computer on a UCH Research Vessel to complete the mission.\nCan perform research at each research vessel only once.,,[c][ffffff]Points de déverrouillage :[-][/c] 100\n\nCe rapport est utilisé pour la mission Projet Eden [c][00ff00]Points de déverrouillage pour la recherche.[-][/c]\n\nAyez dans votre inventaire personnel tant que la mission est active et accédez à un ordinateur de recherche sur un navire de recherche UCH pour terminer la mission.\nVous ne pouvez effectuer des recherches sur chaque navire de recherche qu'une seule fois.,,,,,,,,,,,,,,
Eden_ResearchBundle4,Metallurgy Research Report,,Rapport de recherche sur la métallurgie,,,,,,,,,,,,,,
Eden_ResearchBundle4info,[c][ffffff]Unlock Points:[-][/c] 150\n\nThis report is used for the Project Eden mission [c][00ff00]Research Unlock Points.[-][/c]\n\nHave in your personal inventory while the mission is active and access a Research Computer on a UCH Research Vessel to complete the mission.\nCan perform research at each research vessel only once.,,[c][ffffff]Points de déverrouillage :[-][/c] 150\n\nCe rapport est utilisé pour la mission Projet Eden [c][00ff00]Points de déverrouillage pour la recherche.[-][/c]\n\nAyez dans votre inventaire personnel tant que la mission est active et accédez à un ordinateur de recherche sur un navire de recherche UCH pour terminer la mission.\nVous ne pouvez effectuer des recherches sur chaque navire de recherche qu'une seule fois.,,,,,,,,,,,,,,
Eden_ResearchBundle5,Alien Tech Research Report,,Rapport de recherche Alien Tech,,,,,,,,,,,,,,
Eden_ResearchBundle5info,[c][ffffff]Unlock Points:[-][/c] 250\n\nThis report is used for the Project Eden mission [c][00ff00]Research Unlock Points.[-][/c]\n\nHave in your personal inventory while the mission is active and access a Research Computer on a UCH Research Vessel to complete the mission.\nCan perform research at each research vessel only once.,,[c][ffffff]Points de déverrouillage :[-][/c] 250\n\nCe rapport est utilisé pour la mission Projet Eden [c][00ff00]Points de déverrouillage pour la recherche.[-][/c]\n\nAyez dans votre inventaire personnel tant que la mission est active et accédez à un ordinateur de recherche sur un navire de recherche UCH pour terminer la mission.\nVous ne pouvez effectuer des recherches sur chaque navire de recherche qu'une seule fois.,,,,,,,,,,,,,,
Eden_MagmaciteOre,Magmacite Ore,,Minerai de magmacite,,,,,,,,,,,,,,
Eden_MagmaciteIngot,Magmacite Ingot,,Lingot de magmacite,,,,,,,,,,,,,,
Eden_MagmacitePlate,Magnetic Plate,,Plaque magnétique,,,,,,,,,,,,,,
Eden_HematiteOre,Hematite Ore,,Minerai d'hématite,,,,,,,,,,,,,,
